name,name_id,edu_type,university,university_id,qualification,award_date
Stuart McCormick,2015630,Education,Unknown Organisation,0,PEng,
Stuart McCormick,2015630,Education,University of Alberta,62142,BSc (Distinction),1987-01-01
Sue Monahan,2015632,Education,Unknown Organisation,0,RN (Registered Nurse),
Doug Meehan,2015671,Education,Columbia Business School,63118,MBA,2008-01-01
Doug Meehan,2015671,Education,Columbia University,60434,BA,1993-01-01
Doug Meehan,2015671,Education,The Graduate Center (CUNY),1477550,PhD,2007-01-01
Sbastien Pru,2015676,Education,ICS Bgu,2386830,Graduated,1994-01-01
Dan Broos,2015739,Education,University of Georgia (UGA),62333,Graduated,1978-01-01
Dan Broos,2015739,Education,Wharton School University of Pennsylvania,64966,Graduated,1984-01-01
Tom Horner,2015741,Education,Wake Forest University,62880,MS,1998-01-01
Tom Horner,2015741,Education,Wake Forest University,62880,BS,
Tom Horner,2015741,Education,Tuck School of Business at Dartmouth (Amos Tuck School of Business Administration),632975,MBA,2003-01-01
Adrian Mitchell,2015753,Education,Sauder School of Business University of British Columbia,592334,BCom,1990-01-01
Adrian Mitchell,2015753,Professional Qualifications,CFA Institute (Association for Investment Management and Research prior to 2004),594747,Chartered Financial Analyst,1993-01-01
Greg Haber,2015757,Education,Yeshiva College Harvard University,736382,BA,1995-01-01
Greg Haber,2015757,Education,Benjamin N Cardozo School of Law Yeshiva University,1479000,JD,1998-01-01
Jon Kamelhar,2015758,Education,University at Albany State University of New York (State University of New York at Albany (SUNYA)),875874,Graduated,1980-01-01
Eash Iyer,2015759,Education,Savitribai Phule Pune University (Formerly known as University of Pune),742759,BS,
Eash Iyer,2015759,Education,Savitribai Phule Pune University (Formerly known as University of Pune),742759,MBA,
Jeff Rinker,2015760,Education,Carnegie Mellon University,41519,Graduated (Hons),1989-01-01
Andrew Dahlin,2015762,Education,University of Surrey,62712,BE,
Andrew Dahlin,2015762,Education,Imperial College London (Department of Earth Science and Engineering),1696089,MS,
Mark Sando,2015789,Education,Warrington College of Business Administration University of Florida,464259,BSc,
Rich Griffith,2015813,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,CPA,1990-01-01
Rich Griffith,2015813,Education,University of North Carolina Chapel Hill,62533,BS,
Sean Alavi,2015814,Education,University of California San Diego (UCSD),79941,BA,1993-01-01
Sean Alavi,2015814,Education,University of California San Diego (UCSD),79941,BS,1993-01-01
Sean Alavi,2015814,Education,University of North Carolina Kenan Flagler Business School,82925,MBA,1999-01-01
Ruelle Prusinkiewicz,2015816,Education,University of Calgary,86931,BA (Distinction),2000-01-01
Ruelle Prusinkiewicz,2015816,Education,University of Calgary,86931,BCom (Distinction),2000-01-01
Ruelle Prusinkiewicz,2015816,Education,University of Calgary,86931,LLB,2005-01-01
Andy Stemmler,2015819,Education,Saint Mary's College of California,61758,MBA,2014-01-01
Andy Stemmler,2015819,Education,University of California Davis,62216,BA,1999-01-01
