name,name_id,edu_type,university,university_id,qualification,award_date
Cole Brown,894281,Education,Southern Methodist University Dedman School of Law,1584273,JD,1997-05-01
Sarah McAuley,894284,Education,Harvard University,63830,BA,2001-01-01
Ranjit Bhonsle,894287,Education,London Business School,61171,MBA,2005-01-01
Ranjit Bhonsle,894287,Education,University of Michigan,63187,BA,1991-01-01
Cindy Davis,894288,Education,American Graduate School of International Management (Thunderbird),44551,Masters Degree,1981-01-01
Cindy Davis,894288,Education,William & Mary Law School College of William & Mary,1473696,Bachelor's Degree,1980-01-01
Bill Jones Jr,894290,Professional Qualifications,RAYTHEON CO,25815,Graduated,
Bill Jones Jr,894290,Education,Purdue University,61638,Bachelor's Degree,1975-01-01
Bill Jones Jr,894290,Education,Purdue University,61638,Masters Degree,
Bill Jones Jr,894290,Education,Mahler Institute,818575,Advanced Management Program,
Barbara Johnson,894291,Professional Qualifications,RAYTHEON CO,25815,Graduated,
Barbara Johnson,894291,Professional Qualifications,RAYTHEON CO,25815,Management Development Program,
Barbara Johnson,894291,Education,University of Chicago,42092,Graduated,
Barbara Johnson,894291,Education,Boston College,60193,Bachelor's Degree,1977-01-01
Michael LaRouche,894292,Education,University of Colorado,63056,Masters Degree,2001-01-01
Michael LaRouche,894292,Education,University of Michigan,63187,Bachelor's Degree,1988-01-01
Will Lyons,894293,Education,Dartmouth College,60488,BA,2000-01-01
Jim O'Connor,894294,Education,Graduate School New Brunswick (GSNB) Rutgers University,1880236,MBA,1979-01-01
T Scott,894296,Education,University of California Los Angeles (UCLA),62218,Certified,2000-01-01
T Scott,894296,Education,Harvard Business School,63013,Certified,2003-01-01
T Scott,894296,Education,University of Maryland Baltimore County,916134,BS,1985-01-01
Guy DuBois,894298,Education,Ohio University,61524,MA,
Guy DuBois,894298,Education,Harvard University,63830,Graduated,
Guy DuBois,894298,Education,Washington and Jefferson College Pennsylvania,76764,BA,
Steve Hawkins,894299,Education,Southern Methodist University,61882,Masters Degree,1983-01-01
Steve Hawkins,894299,Education,West Virginia University (WVU),62917,Bachelor's Degree,1979-01-01
Steve Hawkins,894299,Education,University of Dallas,62273,MBA,1988-01-01
Dana Pelan,894300,Education,McNeese State University,501837,Degree,1985-01-01
Jane Chappell,894301,Professional Qualifications,RAYTHEON CO,25815,Executive Leadership Program,
Jane Chappell,894301,Education,Western Kentucky University,83922,BS (summa Cum Laude),1982-01-01
Jane Chappell,894301,Education,Taylor County High School,2473979,Graduated,
Maryann Goebel,894302,Education,Worcester Polytechnic Institute (WPI),62969,BS,1973-01-01
Bane Knezevic,894304,Education,University of Belgrade,786275,Graduated,
Greg Toups,894307,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
Greg Toups,894307,Education,Louisiana State University (LSU),61181,BA,
Khamzat Khasbulatov,894310,Education,Plekhanov Institute of National Economy,534714,Graduated,1977-01-01
Charlene Wheeless,894314,Education,American University Washington,60049,MA,1994-01-01
Charlene Wheeless,894314,Education,New Mexico State University (NMSU),61416,BA,1987-01-01
Charlene Wheeless,894314,Education,Keller Graduate School of Management,83917,MBA,2009-01-01
Steve Shores,894315,Education,University of Tulsa,89471,Degree,1972-01-01
Pat Garcia,894317,Professional Qualifications,RAYTHEON CO,25815,Six Sigma Certification,
Pat Garcia,894317,Education,Georgian College,1015828,BBA,1981-01-01
Pat Garcia,894317,Education,Georgian College,1015828,MBA,1987-01-01
Joseph Rowland,894318,Education,State University of New York (SUNY),61939,BS,1991-01-01
Sylvia Courtney,894319,Education,University of Virginia,62777,Bachelor's Degree,1977-01-01
Sylvia Courtney,894319,Education,Boston University,60195,Graduated,
Nancy Greer,894320,Professional Qualifications,Kilgore College,1217622,Associate Degree,1978-01-01
Nancy Greer,894320,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,1981-01-01
Nancy Greer,894320,Education,University of Texas at Austin,62742,Bachelor's Degree,1980-01-01
Jim McCoy,894321,Professional Qualifications,RAYTHEON CO,25815,Leadership Program,
Jim McCoy,894321,Education,Boston University Questrom School of Business,2244192,Executive MBA,2005-01-01
Jim McCoy,894321,Education,Boston University College of Engineering,463132,BS,1985-01-01
Mike Mutek,894322,Education,University of Dayton,62274,BA,1972-01-01
Mike Mutek,894322,Education,University of Dayton,62274,JD,1979-01-01
Mike Mutek,894322,Education,University of Utah,62764,Teaching Qualification,
Joe Castellino,894323,Education,Unknown Organisation,0,MBA,
Joe Castellino,894323,Education,Unknown Organisation,0,Masters Degree,
Joe Castellino,894323,Education,Unknown Organisation,0,Bachelor's Degree,
Paul Lovelady,894324,Education,Baylor University,60138,BBA,1984-01-01
Kevin Cater,894325,Education,Our Lady of the Lake University,817707,MBA,
Kevin Cater,894325,Education,Louisiana State University (LSU),61181,BS,
Clayton Hughes,894327,Education,University of Arkansas,76399,BS,
Curt Simkin,894328,Professional Qualifications,American Academy of Project Management (AAPM),1485300,Project Management Professional,
Curt Simkin,894328,Education,Pittsburg State University,61595,BS,1978-01-01
Curt Simkin,894328,Education,Society of Professional Engineers (SPE),862716,PEng,
Curt Simkin,894328,Education,University of Kansas,80243,BS,1980-01-01
Shawn Sim,894329,Education,Southern Alberta Institute of Technology,662442,Masters Degree,2001-01-01
W Burrus,894331,Education,University of Tulsa,89471,BS,1980-01-01
Dennis O'Brien,894335,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,1983-01-01
Dennis O'Brien,894335,Professional Qualifications,American Institute of Certified Management Accountants (AICMA),90217,Certified Management Accountant,1983-01-01
Dennis O'Brien,894335,Education,University of Delaware,79387,BS,
Lynn Palmer,894336,Education,Miami University Ohio,61276,Bachelor of Applied Science (BAS),1982-01-01
Bill Hart,894338,Professional Qualifications,RAYTHEON CO,25815,Advanced Management Program,
Bill Hart,894338,Education,Northeastern University,61472,Bachelor's Degree,
Bill Hart,894338,Education,Northeastern University,61472,Masters Degree,
Bill Hart,894338,Professional Qualifications,Raytheon Learning Institute,1553405,Leadership Program,
Dave Jones,894340,Education,University of Colorado Boulder,62260,BS,1985-01-01
Dave Jones,894340,Education,University of Colorado Boulder,62260,MS,1990-01-01
Adriann Sax,894341,Education,University of Delaware,79387,BS,1984-01-01
Adriann Sax,894341,Education,Keller Graduate School of Management,83917,MBA,1990-01-01
Jim House,894342,Education,University of Alabama (UA),62136,BS,
Jim House,894342,Education,Samford University,81957,MBA,
Tim Carey,894343,Education,Northeastern University,61472,MS,1984-01-01
Tim Carey,894343,Education,University of Massachusetts Lowell (UMass Lowell),62459,BS,1978-01-01
Jarrod Pontius,894347,Education,Case Western Reserve University (CWRU),60290,JD,1998-01-01
Jarrod Pontius,894347,Education,Indiana University,60920,BS,1993-01-01
Jarrod Pontius,894347,Professional Qualifications,Cincinnati Academy of Leadership for Lawyers,1514494,Graduated,
Doctor Linda Wase,894348,Education,New York Medical College (NYMC),79699,Certified,
Doctor Linda Wase,894348,Education,New York Medical College (NYMC),79699,MD,
Denny Smith,894349,Education,Rose-Hulman Institute of Technology (RHIT),61714,Graduated,1971-01-01
Tiffany Smith-Anoa'i,894353,Education,Howard University,60889,BA (Hons),1993-01-01
Ron Alepian,894354,Education,McGill University (Canada),61248,Certificate,1994-01-01
Ron Alepian,894354,Education,Concordia University,60442,BA,1995-01-01
Bari Fagin,894355,Education,Cornell University,60457,Studied,
Doctor Steve Goldberg,894356,Education,University of Florida,62323,BS,1989-01-01
Doctor Steve Goldberg,894356,Education,University of Maryland School of Medicine,464173,Fellow,1998-01-01
Doctor Steve Goldberg,894356,Education,University of Colorado School of Medicine Denver,752347,MD,2003-01-01
Doctor Steve Goldberg,894356,Education,American College of Forensic Psychiatry,1544393,Certified,
Josie Thomas,894357,Education,Harvard College,63125,BA (Cum Laude),
Josie Thomas,894357,Education,Boalt Hall School of Law University of California,77693,JD,1984-01-01
John Rydzewski,894359,Education,Wharton School University of Pennsylvania,64966,BS,
John Rydzewski,894359,Education,Wharton School University of Pennsylvania,64966,MBA,
John Rydzewski,894359,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,CPA,
Nick Uros,894360,Education,University of California,63186,Masters Degree,1984-01-01
Nick Uros,894360,Education,California State University (CSU),60252,BS,1972-01-01
Nick Uros,894360,Professional Qualifications,UC Regents,1370981,Executive Management Program,
Jeff Ballabon,894362,Education,Yeshiva University,79331,BA,1985-01-01
Jeff Ballabon,894362,Professional Qualifications,Northern India Regional Council of The Institute of Chartered Accountants of India (NIRC of ICAI),1297165,Graduated,1983-01-01
Jeff Ballabon,894362,Education,Yale Law School,63066,JD,1988-01-01
Pete Gould,894363,Education,Worcester Polytechnic Institute (WPI),62969,BSME,1979-01-01
Rock Marasco,894364,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
Rock Marasco,894364,Education,Drake University,60540,BS,1978-01-01
Dennis Reed,894365,Education,Eastern College,109581,Bachelor's Degree,
Jack Baikie,894366,Education,London Business School,61171,Executive Leadership Development Program,
Jack Baikie,894366,Education,Western Illinois University,63488,BS,
Jack Baikie,894366,Education,Harvard University,63830,Executive Leadership Development Program,
Travis Slocumb III,894367,Education,College of William & Mary,60420,BS,
Lt. Gen. Brian Arnold,894368,Education,California State University (CSU),60252,BS,1968-01-01
Lt. Gen. Brian Arnold,894368,Education,United States Air Force Air Command and Staff College,1479226,Studied,1985-01-01
Lt. Gen. Brian Arnold,894368,Education,Pepperdine University,61585,Masters Degree,1976-01-01
Lt. Gen. Brian Arnold,894368,Education,Harvard University,63830,Attended,1995-01-01
Lt. Gen. Brian Arnold,894368,Education,National War College,78607,Studied,1992-01-01
Lt. Gen. Brian Arnold,894368,Education,Squadron Officer School (SOS),110031,Studied,1977-01-01
Shawn Stomp,894369,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
Shawn Stomp,894369,Education,University of New Mexico,62522,BBA,1988-01-01
Shawn Stomp,894369,Professional Qualifications,Institute of Certified Construction Industry Financial Professionals Inc,1022632,Certified,2010-01-01
Bob Lindeman,894370,Education,Calvin College,460150,BSEE,1977-01-01
Bob Lindeman,894370,Education,Regents of the University of Michigan,1553205,MSEE,1979-01-01
Mike Mohn Jr,894371,Education,University of South Florida (USF),62670,Bachelor's Degree,1994-01-01
Mike Mohn Jr,894371,Education,University of South Florida (USF),62670,MBA,2000-01-01
Emanuel Brady Jr,894372,Education,California State University (CSU),60252,Bachelor's Degree,1980-01-01
Emanuel Brady Jr,894372,Education,University of Southern California (USC),62673,MBA,1996-01-01
Max Lyon,894373,Education,City University of New York (CUNY),60372,MBA,
Max Lyon,894373,Education,Cornell University,60457,BA,1966-01-01
Kurt Kutyla,894374,Professional Qualifications,Raytheon Space and Airborne Systems (SAS) Inc,1892943,Graduated,
Kurt Kutyla,894374,Education,California State Polytechnic University Pomona,60251,BSc,
Kurt Kutyla,894374,Education,California State Polytechnic University Pomona,60251,MBA,
Doctor Jim Green,894411,Education,Boston College,60193,BA,1984-01-01
Mark Higgins,894413,Education,University of Arizona (UOA),62155,Attended,1980-01-01
