name,name_id,edu_type,university,university_id,qualification,award_date
Kurt Koegl,1908589,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
Kurt Koegl,1908589,Education,Hofstra University,60871,BA,2003-01-01
Kurt Koegl,1908589,Education,Hofstra University,60871,MBA,2005-01-01
Kevin McGann,1908590,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,CPA,
Kevin McGann,1908590,Education,St Bonaventure University,79974,BBA,
John McGary,1908591,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,CPA,
John McGary,1908591,Education,Bradley University,60202,BS,1971-01-01
Doctor Craig Landau,1908592,Education,Cornell University,60457,BSc,1987-01-01
Doctor Craig Landau,1908592,Education,Icahn School of Medicine at Mount Sinai (Mount Sinai School of Medicine prior to 2012),54296,MD,1991-01-01
Antoinette Noviello,1908593,Education,McGill University (Canada),61248,BCom,1991-01-01
Antoinette Noviello,1908593,Education,McGill University (Canada),61248,Graduate Certificate,1997-01-01
Antoinette Noviello,1908593,Professional Qualifications,Canadian Institute of Chartered Accountants (CICA),56019,Chartered Accountant,
Antoinette Noviello,1908593,Professional Qualifications,Ordre des Comptables Professionnels Agrs du Qubec (CPA),1914136,CPA,
Alan Markowitz,1908595,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,CPA,
Alan Markowitz,1908595,Education,Fox School of Business (The) Temple University,1345947,BBA,1979-01-01
Russell Lightman,1908596,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,CPA,
Russell Lightman,1908596,Education,Suffolk University,61968,MBA,
Russell Lightman,1908596,Education,Suffolk University,61968,BS,
Nanette Miller,1908597,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,CPA,
Nanette Miller,1908597,Education,San Francisco State University,61777,BA,
Nanette Miller,1908597,Education,Golden Gate University,60763,MBA,
Jayson Morgan,1908598,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Chartered Global Management Accountant (CGMA),
Jayson Morgan,1908598,Education,University of Southern California (USC),62673,Master of Business Taxation (MBT),2001-01-01
Jayson Morgan,1908598,Education,University of California Riverside (UCR),380092,Graduated,1989-01-01
Jayson Morgan,1908598,Education,California State Polytechnic University Pomona,60251,BS,1991-01-01
Don Dufresne,1908624,Education,Florida Atlantic University,60686,BBA,1983-01-01
Jayson Morgan,1908598,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
Liz Mullen,1908600,Education,Stanford University,61935,BA,
Liz Mullen,1908600,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
Doctor Lisa Costa,1908601,Education,Union Institute & University,100676,PhD,1993-01-01
Doctor Lisa Costa,1908601,Education,Rollins College,61712,BS,1986-01-01
Doctor Lisa Costa,1908601,Education,University of Tampa,107432,MBA,1990-01-01
Neil McIlroy,1908602,Education,Queen's University Belfast,61648,MSc (Distinction),2002-01-01
Neil McIlroy,1908602,Education,University of Ulster,62763,BA (Hons),2001-01-01
Kristina Wallender,1908604,Education,Stanford University Graduate School of Business,67360,MBA,2006-01-01
Kristina Wallender,1908604,Education,Cornell University,60457,BA,2001-01-01
Andrew Lombardi,1908605,Professional Qualifications,Neeley School of Business,486058,BBA,2003-01-01
Andrew Lombardi,1908605,Professional Qualifications,Leadership Fort Worth,783448,Graduated,2010-01-01
Andrew Lombardi,1908605,Education,Southern Methodist University Dedman School of Law,1584273,JD,2006-05-01
Nick Salomone,1908606,Education,Jerry S Rawls College of Business Administration Texas Tech University,1498636,BBA,2004-01-01
Joanne Massey,1908607,Education,Texas Christian University (TCU),62043,BBA,1979-01-01
Tom O'Reilly,1908608,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,CPA,
Tom O'Reilly,1908608,Education,Seton Hall University,61818,MBA,
Tom O'Reilly,1908608,Education,Seton Hall University,61818,BS,
Dennis Pellecchia,1908609,Professional Qualifications,FW Olin Graduate School of Business Babson College,1334407,MBA,1976-01-01
Dennis Pellecchia,1908609,Education,Bentley University (Bentley College prior to 10/2008),60157,Bachelor's Degree (magna cum laude),1976-01-01
Dennis Pellecchia,1908609,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,CPA,
Dennis Pellecchia,1908609,Education,Bentley University McCallum Graduate School of Business,2657705,MS (cum laude),2005-01-01
Nicole Gallant,1908610,Education,Columbia University,60434,Bachelor's Degree (Hons),1999-01-01
Nicole Gallant,1908610,Education,School of International and Public Affairs (SIPA) Columbia University,660913,MPA,2009-01-01
Nicole Gallant,1908610,Education,University of Toronto Scarborough (UTSC),2366257,Studied,1991-01-01
Jim Prescott,1908611,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
Jim Prescott,1908611,Education,St Michael's College,65398,BA,1973-01-01
Ed Reitmeyer,1908612,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
Ed Reitmeyer,1908612,Education,Villanova University,62858,MST (Mathematical Systems Theory),1991-01-01
Ed Reitmeyer,1908612,Professional Qualifications,LaSalle University's Association of Women MBAs (LAWMBA),1326601,BS,1985-01-01
Bruce Roff,1908613,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
Bruce Roff,1908613,Education,St Joseph's College New York (SJCNY),77999,Studied,1990-01-01
James Philbin,1908614,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Personal Financial Specialist (CFS),
James Philbin,1908614,Professional Qualifications,Massachusetts Society of Certified Public Accountants (MSCPA),249612,Certified Public Accountant,
James Philbin,1908614,Education,Bentley University (Bentley College prior to 10/2008),60157,Certified,
James Philbin,1908614,Education,Bentley University McCallum Graduate School of Business,2657705,MSc,2001-01-01
James Philbin,1908614,Professional Qualifications,Institute of Certified Financial Planners (ICFP),1479053,Certified Financial Planner,
James Philbin,1908614,Education,Boston College,60193,BS,1984-01-01
James Philbin,1908614,Education,Boston Latin School,467486,Diploma,1980-01-01
Neil Pinchuk,1908615,Education,University at Albany State University of New York (State University of New York at Albany (SUNYA)),875874,BS (Hons),
Neil Pinchuk,1908615,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
Armand Rossi,1908617,Education,University of New Haven,62521,BS,1975-01-01
Armand Rossi,1908617,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,CPA,
Jackie Jenkins,1908618,Education,Stanford University,61935,MA,
Jackie Jenkins,1908618,Education,Stanford University,61935,PhD,
Jackie Jenkins,1908618,Education,Princeton University,61632,BA,
Deborah Yeoh,1908619,Education,Columbia Law School,64891,JD,1985-01-01
John Rushford,1908620,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
John Rushford,1908620,Education,Brooklyn College,60220,BS,1973-01-01
Lawrence Scheinthal,1908621,Education,University of Hartford,62350,BS,1977-01-01
Gerald Shantzer,1908622,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
Gerald Shantzer,1908622,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Personal Financial Specialist (CFS),
Gerald Shantzer,1908622,Professional Qualifications,United States Patent and Trademark Office (USPTO),81039,Registered Principal,
Gerald Shantzer,1908622,Education,Temple University,62035,BBA,
Monte Singh,1908623,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
Monte Singh,1908623,Education,Hofstra University,60871,Bachelor's Degree,1998-01-01
Don Dufresne,1908624,Education,University of Miami School of Law,460566,JD,1986-01-01
Don Dufresne,1908624,Professional Qualifications,Leadership Palm Beach County Inc,856414,Graduated,1996-01-01
Jeff Sutherland,1908625,Education,Indiana State University,60919,MBA,1992-01-01
Jeff Sutherland,1908625,Education,Rose-Hulman Institute of Technology (RHIT),61714,BS,1982-01-01
Scott Weisenberger,1908627,Education,University of Wisconsin La Crosse,62813,BA,
Scott Weisenberger,1908627,Education,University of Wisconsin-Madison,751347,MBA,
Roxanne Elliott,1908633,Education,Sinclair Community College,119862,AA,1976-01-01
Roxanne Elliott,1908633,Education,Bowling Green State University,60200,Studied,1980-01-01
Roxanne Elliott,1908633,Professional Qualifications,American Marketing Association (AMA),78409,Certificate,2000-01-01
Roxanne Elliott,1908633,Education,University of Wisconsin-Madison,751347,Certificate,2000-01-01
Roxanne Elliott,1908633,Professional Qualifications,Leadership Lorain County,915049,Graduated,2012-01-01
Darrin Fleming,1908636,Education,Charles H Lundquist College of Business University of Oregon,501801,MBA,2002-01-01
