name,name_id,edu_type,university,university_id,qualification,award_date
Steve Newman,533072,Education,Kent State University,61063,BBA (magna cum laude),1979-01-01
Steve Newman,533072,Education,Kent State University,61063,BSc (magna cum laude),1979-01-01
Jonathan Bank,533073,Education,University of Oklahoma,62549,BBA,1965-01-01
Jonathan Bank,533073,Education,Creighton University School of Law,484478,JD,1968-01-01
David Fink,533074,Education,Unknown Organisation,0,Certified,
David Fink,533074,Education,Radford University,641765,BS,
David Fink,533074,Education,University of Wisconsin,63062,MBA,
Michael Price,533075,Education,University of Wisconsin Milwaukee (UWM),79033,BS,1988-01-01
Neal Schmidt,533078,Education,State University of New York (SUNY),61939,BA,1978-01-01
Jim Gilmore,533082,Education,Drexel University (Formerly known as Drexel Institute of Technology),60542,MS,1989-01-01
Jim Gilmore,533082,Education,Stanford University Graduate School of Business,67360,Certified,
Jim Gilmore,533082,Education,Drexel University (Formerly known as Drexel Institute of Technology),60542,BS,
Lee Dunbar,533083,Education,Washington State University (WSU),62894,MS,1983-01-01
Lee Dunbar,533083,Education,Washington State University (WSU),62894,BS,
Anne Bugge,533084,Education,Stanford University Graduate School of Business,67360,Executive Program,
Anne Bugge,533084,Education,Michigan State University (MSU),61278,BA,1977-01-01
Anne Bugge,533084,Education,Universitetet i Oslo (University of Oslo),62553,Graduated,
Ajith Dasari,533085,Education,Nagarjuna University (NU),533448,BSEE,
Ron Dickson,533086,Education,San Francisco State University,61777,BA,
Ron Dickson,533086,Education,Oregon State University,61547,Attended,
Russ Cancilla,533088,Professional Qualifications,FBI National Academy,747263,Executive Program,
Russ Cancilla,533088,Education,Unknown Organisation,0,BS,
Russ Cancilla,533088,Education,Unknown Organisation,0,Graduated,
Daina Graham,533089,Education,University of Oregon,62552,BS,
Daina Graham,533089,Education,University of Oregon,62552,MS,
Doctor Greg Hall,533090,Professional Qualifications,American Production and Inventory Control Society (APICS),604047,Certificate,
Doctor Greg Hall,533090,Professional Qualifications,Institute for Supply Management (ISM),125552,Certificate,
Doctor Greg Hall,533090,Professional Qualifications,American Society for Quality (ASQ) (Formerly known as American Society for Quality Control),126596,Certificate,
Doctor Greg Hall,533090,Education,Hood College,78399,MBA,1993-01-01
Doctor Greg Hall,533090,Education,University of California,63186,PhD,2000-01-01
Doctor Greg Hall,533090,Education,Capitol College,248922,BS,1982-01-01
Greg Morrison,533091,Education,University of Western Ontario,62795,BA,
Brian Faith,533092,Education,Santa Clara University,61782,BS,1997-06-01
Liz Mitchell,533093,Professional Qualifications,Casualty Actuarial Society (CAS) (USA),44575,Fellow,
Doctor Juin-Jet Hwang,533095,Education,University of Tennessee Knoxville,62733,PhD,
Doctor Juin-Jet Hwang,533095,Education,National Taiwan University (NTU),82656,MS,
Paul Hamelin,533097,Education,Ferris State University,111922,BS,1980-01-01
Paul Hamelin,533097,Education,Unknown Organisation,0,Registered Pharmacist (RPh),
Paul Hamelin,533097,Education,Michigan State University (MSU),61278,BS,1976-01-01
Marla Koreis,533099,Education,Western Washington University,62932,BA,
David Levesque,533100,Education,University of Iowa,62375,MA,1975-01-01
David Levesque,533100,Education,California State University Stanislaus,810488,Bachelor's Degree,1973-01-01
Doctor Bob Lamm,533101,Education,State University of New Jersey Rutgers (Rutgers University),100431,MS,1981-01-01
Doctor Bob Lamm,533101,Education,State University of New Jersey Rutgers (Rutgers University),100431,PhD,1984-01-01
John Lowell,533103,Education,Montana State University,61319,BS,1976-01-01
John Lowell,533103,Education,Montana State University,61319,MS,1982-01-01
Catriona Meney,533104,Education,University of Glasgow,60760,MA (Hons),1984-01-01
Robert Massa,533106,Education,St Joseph's College Indiana,79211,Bachelor's Degree,
Kenneth Kurtzman,533107,Education,University of California Berkeley,62215,BA,1989-01-01
Doctor Lee Simon,533108,Education,University of Maryland School of Medicine,464173,MD,1976-01-01
Doctor Lee Simon,533108,Education,American College of Rheumatology (ACR),84151,Fellow,1986-01-01
Doctor Lee Simon,533108,Education,American College of Physicians (ACP),36654,Fellow,1991-01-01
Alan Tsun,533109,Education,University of Regina,460315,BASc,
Alan Tsun,533109,Education,Richard Ivey School of Business University of Western Ontario (Ivey Business School),485046,Executive Program,
Hadley Robbins,533113,Education,Lewis & Clark College,61147,BSBA,
Hadley Robbins,533113,Education,University of Oregon,62552,Executive MBA,
Michael Perkins,533114,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,CPA,
Michael Perkins,533114,Education,West Virginia Wesleyan College,123377,BS,1988-01-01
Stephen Lawrence,533115,Education,West Virginia University (WVU),62917,Graduated,
Professor Doctor Bob D'Alessandri,533117,Professional Qualifications,American Board of Internal Medicine (ABIM),36377,Diplomat,
Professor Doctor Bob D'Alessandri,533117,Education,Fordham University,60696,BA,
Professor Doctor Bob D'Alessandri,533117,Education,New York Medical College (NYMC),79699,MD,1971-01-01
John Fisher II,533118,Education,West Virginia University (WVU),62917,BA,1964-01-01
John Fisher II,533118,Education,West Virginia University (WVU),62917,JD,1967-01-01
Fredrik Nelson Jr,533119,Education,Washington and Lee University,62891,BS,1983-01-01
