name,name_id,edu_type,university,university_id,qualification,award_date
Sarah Chambless,1780348,Education,Loyola Marymount University (LMU),61187,MA,2004-01-01
Sarah Chambless,1780348,Education,Emory University,60627,BA,2002-01-01
Sarah Chambless,1780348,Education,Emory University School of Law,93777,JD,2008-01-01
Eric Chen,1780349,Education,UCLA School of Law,640561,JD,2013-05-01
Eric Chen,1780349,Education,Tsinghua University,62095,Undergraduate Business Program,2010-01-01
Eric Chen,1780349,Education,University of Texas at Austin,62742,BS (magna Cum Laude),2009-01-01
Adam Lanza,1780350,Education,St Joseph's University,64795,JD,
Matthew Cohen,1780352,Education,Valparaiso University School of Law,641450,JD,2008-01-01
Matthew Cohen,1780352,Education,Colgate University,60399,BA,2005-01-01
Steve Chiu,1780353,Education,Johns Hopkins University,61026,BA,2002-01-01
Steve Chiu,1780353,Education,UC Berkeley School of Law,1344426,JD,2008-01-01
Steve Chiu,1780353,Education,University of California Los Angeles School of Public Health,1619353,MPH,2004-01-01
Lillian Chu,1780356,Education,University of California Los Angeles (UCLA),62218,BA,2004-01-01
Lillian Chu,1780356,Education,Loyola Law School Los Angeles,2331657,JD (Cum Laude),2011-01-01
Manisha Corea,1780357,Education,Seton Hall University School of Law,464664,JD,2008-01-01
Manisha Corea,1780357,Education,New York University (NYU),61424,BA,2004-01-01
Tara Church,1780358,Education,University of Southern California (USC),62673,BA,2000-01-01
Tara Church,1780358,Education,Harvard Law School,63035,JD,2003-01-01
Dennis Cowling,1780360,Education,University of Wisconsin-Madison,751347,BA,1975-01-01
Dennis Cowling,1780360,Education,Rutgers School of LawNewark,1880288,JD,1988-01-01
Paul Croce,1780361,Education,Seton Hall University School of Law,464664,JD (Cum Laude),2008-01-01
Paul Croce,1780361,Education,Arizona State University,60074,BA,1998-01-01
Lawrence Cutalo,1780363,Education,University of Virginia,62777,BA,2001-01-01
Lawrence Cutalo,1780363,Education,Rutgers School of LawNewark,1880288,JD,2008-01-01
Chuck Riley Jr,1780364,Education,Sophia University Tokyo,467685,Studied,1983-01-01
Chuck Riley Jr,1780364,Professional Qualifications,Legal Lean Sigma Institute,2131542,Certified,
Chuck Riley Jr,1780364,Education,University of Missouri,52409,BS,1984-01-01
Chuck Riley Jr,1780364,Education,University of Missouri,52409,JD,1987-01-01
Jessica Nance,1780365,Education,University of Oregon School of Law,560349,JD,2012-01-01
Jessica Nance,1780365,Education,University of Washington,62785,BA,2007-01-01
Amelia Las Heras,1780366,Education,University of Texas at Austin,62742,BA,2008-01-01
Amelia Las Heras,1780366,Education,University of Texas Law School,79312,JD (Hons),2011-01-01
Gary Nelson,1780369,Education,University of Southern California (USC),62673,MFA,1986-01-01
Gary Nelson,1780369,Education,Georgetown University Law Center (Georgetown Law School),79195,JD,1996-01-01
Gary Nelson,1780369,Education,Pacific Lutheran University (PLU),114017,BA (magna cum laude),1981-01-01
Gary Nelson,1780369,Education,Pacific Lutheran University (PLU),114017,BS (magna Cum Laude),1981-01-01
Regan LaTesta,1780370,Education,University of Virginia,62777,BA,1996-01-01
Regan LaTesta,1780370,Education,University of Baltimore,99817,JD,1999-01-01
Tom Sondag,1780371,Education,University of California,63186,AB (Hons),1980-01-01
Tom Sondag,1780371,Education,Boalt Hall School of Law University of California,77693,JD (Cum Laude),1984-01-01
Rachel Nicholas,1780372,Education,Loyola Marymount University (LMU),61187,BA (summa cum laude),2010-01-01
