name,name_id,edu_type,university,university_id,qualification,award_date
Henri Lambert,1729214,Education,Universiteit Utrecht (Utrecht University),62835,Masters Degree,2003-01-01
Henri Lambert,1729214,Education,Stanford University,61935,Certificate,
Henri Lambert,1729214,Education,BPP Law School,383358,Postgraduate Degree,
Henri Lambert,1729214,Education,Brown University,60224,BA,2000-01-01
Steve Bennet,1729230,Education,University of Pennsylvania,62579,BS,1985-01-01
Steve Bennet,1729230,Education,UCLA Anderson School of Management,2460934,MBA,1989-01-01
Jack Strother,1729232,Education,University of Washington School of Law,63252,JD,1965-01-01
Jack Strother,1729232,Education,University of Washington,62785,BA,1963-01-01
Joelle Tavan,1729234,Education,Lewis & Clark Law School (Northwestern School of Law of Lewis & Clark College),743103,JD,2008-01-01
Joelle Tavan,1729234,Education,Portland State University,61621,BA (magna cum laude),2005-01-01
Veery Maxwell,1729237,Education,McDonough School of Business Georgetown University,664335,BA (magna cum laude),
Veery Maxwell,1729237,Education,University of California Hastings College of Law,60832,JD (Hons),
Paul Hsiung,1729238,Education,New York Institute of Technology,61423,Masters Degree,
Paul Hsiung,1729238,Education,Tamkang University,640268,Bachelor's Degree,
Guy Towle,1729240,Education,Whitman College,114107,AB,1972-01-01
Guy Towle,1729240,Education,University of Washington School of Law,63252,JD,1977-01-01
Vanessa Triplett,1729241,Education,University of Michigan Law School,75652,JD,2015-01-01
Vanessa Triplett,1729241,Education,University of California Santa Barbara (UCSB),62214,BA (magna cum laude),2010-01-01
Ed Archuleta,1729243,Education,University of New Mexico,62522,Master of Management (MM),
Ed Archuleta,1729243,Education,New Mexico State University (NMSU),61416,BS,
Ed Archuleta,1729243,Education,New Mexico State University (NMSU),61416,MS,
Ed Archuleta,1729243,Education,Texas Society of Professional Engineers (TSPE),78376,PEng,
Ed Archuleta,1729243,Professional Qualifications,American Academy of Environmental Engineers and Scientists (AAEES),463839,Diplomat,
Ed Archuleta,1729243,Professional Qualifications,New Mexico Society of Professional Engineers (NMSPE),1634038,PEng,
Ed Archuleta,1729243,Professional Qualifications,Iowa Society of Professional Engineers (ISPE),2421707,PEng,
Doctor Lynn Broaddus,1729245,Education,Duke University,60547,PhD,1991-01-01
Doctor Lynn Broaddus,1729245,Education,University of Wisconsin Milwaukee (UWM),79033,MBA,2003-01-01
Doctor Lynn Broaddus,1729245,Education,University of Virginia,62777,BA,1980-01-01
Rob Steiner,1729249,Education,George Washington University School of Public Health and Health Services,1244566,MPH,2001-01-01
Rob Steiner,1729249,Education,University of Michigan School of Natural Resources and Environment,1553727,BS,1997-01-01
Lado Gurgenidze,1729265,Education,Middlebury College,61284,Graduated,1991-01-01
Lado Gurgenidze,1729265,Education,Goizueta Business School Emory University,104642,MBA,1993-01-01
Lado Gurgenidze,1729265,Education,Tbilisi State University,1054559,Graduated,1990-01-01
Symeria Hudson,1729276,Education,Harvard Business School,63013,MBA,1997-01-01
Symeria Hudson,1729276,Education,Alabama A&M University,625124,BS,1990-01-01
Maria Leon Guerrero,1729282,Education,Michael G Foster School of Business University of Washington,1061724,MBA,2009-01-01
Maria Leon Guerrero,1729282,Professional Qualifications,Project Management Institute Inc (PMI),489712,Project Management Professional,2013-01-01
Maria Leon Guerrero,1729282,Education,University of Washington,62785,BA,2001-01-01
Maria Leon Guerrero,1729282,Education,Pacific Coast Banking School,64214,Graduate Certificate,
Andrew Kennedy,1729283,Professional Qualifications,Canadian Institute of Chartered Accountants (CICA),56019,Chartered Accountant,
Andrew Kennedy,1729283,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
Andrew Kennedy,1729283,Education,Wilfrid Laurier University,256587,BA,2000-01-01
Tycho Stahl,1729288,Education,Harvard University,63830,BA (magna cum laude),1987-01-01
Tycho Stahl,1729288,Education,Georgetown University Law Center (Georgetown Law School),79195,JD,1992-01-01
H. Excellency Asterio Takesy,1729290,Education,University of New Mexico,62522,Studied,1967-01-01
H. Excellency Asterio Takesy,1729290,Education,Unibetsedat Guahan (University of Guam),1190237,Studied,1965-01-01
Paul Yaros,1729293,Education,Fox School of Business (The) Temple University,1345947,MBA,2010-01-01
Paul Yaros,1729293,Education,Project Management Institute Inc (PMI),489712,Project Management Professional,
Scott Cabaniss,1729296,Education,University of North Carolina Chapel Hill,62533,Bachelor's Degree,
Scott Cabaniss,1729296,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
Marjorie Ramos,1729298,Education,Syracuse University,61983,BS,
Marjorie Ramos,1729298,Education,Cornell University,60457,Certificate,
