name,name_id,edu_type,university,university_id,qualification,award_date
Richard Stock,1937202,Education,University of Canterbury,561756,LLB,1990-01-01
Bruno Pasquinelli Jr.,1937203,Education,University of Wisconsin,63062,BS,
Bruno Pasquinelli Jr.,1937203,Education,University of Wisconsin,63062,MS,
Shahrzad Rafati,1937204,Education,University of British Columbia (UBC),62203,BSc,
Shahrzad Rafati,1937204,Education,Universit Paris Sorbonne - Paris IV (Paris Sorbonne University - Paris IV),63794,Studied,2001-01-01
Rachel Speight,1937205,Education,University of Law (Formerly known as College of Law of England and Wales) (The),64927,Legal Practice Course (LPC),
Rachel Speight,1937205,Education,Durham University,45641,Degree,
Nathan Sevilla,1937206,Education,American University Washington,60049,BA (magna cum laude),1998-01-01
Nathan Sevilla,1937206,Education,New York University School of Law,574794,JD,2001-01-01
Elizabeth McCune,1937207,Education,Terry College of Business University of Georgia,100202,MBA,2005-01-01
Elizabeth McCune,1937207,Education,College of Charleston (CofC),112417,BA,1995-01-01
Doctor Patrick Scholl,1937208,Education,Albert Ludwigs Universitt Freiburg (Albert Ludwigs University of Freiburg),63243,Attended,1999-01-01
Doctor Patrick Scholl,1937208,Education,Albert Ludwigs Universitt Freiburg (Albert Ludwigs University of Freiburg),63243,PhD,2004-01-01
Doctor Patrick Scholl,1937208,Education,Albert Ludwigs Universitt Freiburg (Albert Ludwigs University of Freiburg),63243,Studied,1999-01-01
Doctor Patrick Scholl,1937208,Professional Qualifications,Oberlandesgericht Frankfurt (Higher Regional Court of Frankfurt),2499077,Attended,2004-01-01
Warren Jolly,1937209,Education,Auburn University,1354261,Graduated,1986-01-01
Terry Schiff,1937210,Education,Syracuse University,61983,BA,1993-01-01
Terry Schiff,1937210,Education,DePaul University College of Law,420322,JD,1997-01-01
Jay Hankla,1937211,Education,Pamplin College of Business Virginia Polytechnic Institute and State University,1324677,BS,1992-01-01
Trevor Brickman,1937212,Education,University of Denver,62276,Masters Degree,2011-01-01
Trevor Brickman,1937212,Education,Centre College,104532,Bachelor's Degree,
Gaby Sakamoto,1937213,Education,Columbia University,60434,BA (summa cum laude),1990-01-01
Gaby Sakamoto,1937213,Education,New York University School of Law,574794,JD,2006-01-01
David Sahr,1937215,Education,London School of Economics (LSE) (London School of Economics and Political Science),38522,MS,1977-01-01
David Sahr,1937215,Education,Georgetown University,60750,BS (magna Cum Laude),1976-01-01
David Sahr,1937215,Education,Georgetown University Law Center,79195,JD (magna Cum Laude),1982-01-01
Kristin Rylko,1937216,Education,University of Illinois (UIC),62367,BA (Distinction),2002-01-01
Kristin Rylko,1937216,Education,Chicago Kent College of Law Illinois Institute of Technology,421898,JD (Hons),2005-01-01
Todd Yanoff,1937219,Professional Qualifications,State of New York,80261,PEng,
Mike Morelli,1937220,Education,Georgetown University,60750,BSBA,1994-01-01
Mike Morelli,1937220,Education,Fordham University School of Law,106197,JD,1997-01-01
Ali Azhar,1937221,Education,University of North Florida,260487,Studied,1999-01-01
Ginny Melvin,1937222,Education,University of Minnesota Law School,80696,JD (Cum Laude),1986-01-01
Ginny Melvin,1937222,Education,Wellesley College,62904,BA,1979-01-01
Doctor Mike Dial,1937231,Education,University of North Carolina Chapel Hill School of Medicine,1201357,PhD,2007-01-01
Tom Leek,1937232,Education,Ohio State University (OSU),61523,Graduated,
Doctor Jilly Evans,1937233,Education,University of British Columbia (UBC),62203,PhD,1978-01-01
Doctor Jilly Evans,1937233,Education,University of Auckland,62165,BSc (Hons),
Doctor Jilly Evans,1937233,Education,University of Auckland,62165,MSc (Hons),
Andrew Corn,1937235,Education,University of Maryland College Park,62449,BSc,2012-01-01
Andrew Corn,1937235,Education,George Mason University,78700,Certified,2012-01-01
Andrew Corn,1937235,Education,Anne Arundel Community College,881501,Certified,2008-01-01
