name,name_id,edu_type,university,university_id,qualification,award_date
Kelly Simmons,598696,Education,Louisiana State University (LSU),61181,BS,1978-01-01
Doug Conyers,598697,Education,Trinity University San Antonio Texas,109566,BS (magna Cum Laude),1997-01-01
Doug Conyers,598697,Education,Harvard Business School,63013,Attended,2009-01-01
Tony Thene,598707,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
Tony Thene,598707,Education,Case Western Reserve University (CWRU),60290,MBA,2001-01-01
Tony Thene,598707,Education,Indiana State University,60919,Bachelor's Degree,1983-01-01
Doctor Mark Gasta,598708,Education,California Polytechnic State University San Luis Obispo (Cal Poly San Luis Obispo),60249,BS,1988-01-01
Doctor Mark Gasta,598708,Education,Pepperdine University,61585,Doctorate,2015-01-01
Doctor Mark Gasta,598708,Education,University of Denver,62276,MBA,2000-01-01
Doctor Mark Gasta,598708,Education,University of Denver,62276,PhD,
Greg Aschman,598710,Education,Villanova University,62858,BS,1990-01-01
Greg Aschman,598710,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
Greg Aschman,598710,Education,St Joseph's University,64795,MBA,1998-01-01
Londa Dewey,598713,Education,University of Illinois (UIC),62367,BA,1982-01-01
Hunter Dalton,598727,Education,Virginia Polytechnic Institute and State University (Virginia Tech),110197,BS,
Homer Mye III,598732,Education,Unknown Organisation,0,Registered Professional Engineer,
Homer Mye III,598732,Education,University of Southern California (USC),62673,MBA,
Colleen Mullaney-Westfall,598733,Education,University of New Mexico,62522,BA,1989-01-01
Colleen Mullaney-Westfall,598733,Education,Maurice A Deane School of Law Hofstra University,2295973,JD,1997-01-01
Dan Cardell,598734,Education,University of Pittsburgh,62593,MBA,1980-01-01
Dan Cardell,598734,Education,Wilkes University,101787,BS,1979-01-01
Dan Cardell,598734,Professional Qualifications,Institute of Chartered Financial Analysts (ICFA) (USA),41274,Chartered Financial Analyst,
Professor Doctor Matthias Lohr,598735,Professional Qualifications,Karolinska Universitetssjukhuset (Karolinska University Hospital),536556,MD,
Professor Doctor Matthias Lohr,598735,Professional Qualifications,Karolinska Universitetssjukhuset (Karolinska University Hospital),536556,PhD,
Professor Doctor Matthias Lohr,598735,Professional Qualifications,Scripps Clinic and Research Foundation (SCRF),36095,Post Doctoral Fellowship,1989-01-01
Martha Dean,598736,Education,Worcester State College,813256,Graduated,1982-01-01
Alan Mayne,598737,Education,Queen's University,63329,BCom (Hons),
Alan Mayne,598737,Professional Qualifications,Institute of Chartered Financial Analysts (ICFA) (USA),41274,Chartered Financial Analyst,
Steve Kim,598758,Education,Johns Hopkins University,61026,BA,1991-01-01
Steve Kim,598758,Education,New York University School of Law,574794,JD,1994-01-01
Bob Philipps,598759,Education,Southern Methodist University,61882,MBA,1984-01-01
Bob Philipps,598759,Education,Miami University Ohio,61276,BS,1978-01-01
