name,name_id,edu_type,university,university_id,qualification,award_date
Raj Nanavati,1668963,Education,Project Management Institute Inc (PMI),489712,Project Management Professional,
Dave Orlofsky,1668964,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,1996-08-22
Dave Orlofsky,1668964,Education,Montclair State University,269327,BS,
Dave Orlofsky,1668964,Professional Qualifications,Association of Insolvency & Restructuring Advisors (AIRA),531255,Certified Insolvency and Restructuring Advisor (CIRA),
Samir Nanavati,1668965,Education,Leonard N Stern School of Business New York University,42226,BS,1996-01-01
Joe Thornton Jr,1668966,Education,Central Texas College,1042825,Attended,1989-01-01
John Skordas,1668969,Education,Towson University,743199,BA,1988-01-01
John Skordas,1668969,Education,Johns Hopkins University,61026,MS,1995-01-01
Sara Trilling,1668971,Education,University of Oregon,62552,BA,
Tim Love,1668972,Professional Qualifications,Institute of Chartered Financial Analysts (ICFA) (USA),41274,Chartered Financial Analyst,
Tim Love,1668972,Education,University of Vermont,62771,BA,
Ash Walia,1668977,Education,University of Delhi,243736,BA (Hons),1985-01-01
Ash Walia,1668977,Education,Institute of Cost Accountants of India (The) (ICAI),1291918,Degree,
Erin Stanton,1668980,Education,Lehigh University,61143,BA,2005-01-01
Belinda Wong,1668981,Education,University of British Columbia (UBC),62203,BCom,1992-01-01
Charles Porter,1668983,Education,University of Virginia,62777,BA,
Joy Dowdle,1668984,Education,Mississippi College,92742,BS (summa Cum Laude),2002-01-01
Joy Dowdle,1668984,Education,Mississippi College School of Law,93397,JD (summa Cum Laude),2005-01-01
Curtis Lesslie,1668985,Education,University of Kansas,80243,BS,1990-01-01
Doctor Ihor Sawczuk,1668992,Professional Qualifications,American Board of Urology,257457,Certified,
Doctor Ihor Sawczuk,1668992,Education,Unknown Organisation,0,MD,
Doctor Ihor Sawczuk,1668992,Education,Medical College of Pennsylvania (MCP),462627,Graduated,1979-01-01
Jon Holmstrom,1668993,Education,Queen's University,63329,LLB,1978-01-01
Jon Holmstrom,1668993,Education,Universite Libre de Bruxelles (ULB) (Free University of Brussels),62412,LLM,1979-01-01
Jon Holmstrom,1668993,Education,University of Toronto,62752,BSc,1975-01-01
Major General N Price,1668994,Education,University of Arizona (UOA),62155,MS,2002-01-01
Major General N Price,1668994,Education,University of Alabama at Birmingham (UAB),79203,BS,
Major General N Price,1668994,Education,Dwight D Eisenhower School for National Security and Resource Strategy (Eisenhower School),620784,MS,1974-01-01
Camilo Cardozo,1668995,Education,Tulane University Law School,129192,LLM (Hons),2000-01-01
Camilo Cardozo,1668995,Education,Universidad de los Andes,810602,JD,1999-01-01
Greg Cox,1668998,Education,East Central College (Formerly known as East Central Junior College),2406131,Studied,1988-01-01
Christopher Frantz,1668999,Education,University of Chicago Booth School of Business (University of Chicago Graduate School of Business prior to 2008),1342262,MBA,1994-01-01
Christopher Frantz,1668999,Education,University of Rochester,62633,BS,1988-01-01
Nate Bosshard,1669000,Education,Babson College,60120,MBA,2013-01-01
Nate Bosshard,1669000,Education,University of Vermont,62771,Bachelor's Degree,2001-01-01
Tom Lamberth,1669001,Education,Auburn University,1354261,BS,
Tom Lamberth,1669001,Education,University of Alabama (UA),62136,MBA,
