name,name_id,edu_type,university,university_id,qualification,award_date
Doctor Howard Federoff,1333951,Education,Albert Einstein College of Medicine of Yeshiva University,41987,PhD,1979-01-01
Doctor Howard Federoff,1333951,Education,Albert Einstein College of Medicine of Yeshiva University,41987,MD,1983-01-01
Doctor Howard Federoff,1333951,Education,Albert Einstein College of Medicine of Yeshiva University,41987,MS,
Doctor Michael Aminoff,1333952,Education,Unknown Organisation,0,MD,1973-01-01
Doctor Michael Aminoff,1333952,Education,Royal College of Physicians of London (RCP),59506,Licentiate,1965-01-01
Doctor Michael Aminoff,1333952,Education,University College London (UCL),62247,BSc (Hons),1962-01-01
Doctor Michael Aminoff,1333952,Education,University of London,62421,Doctorate,2000-01-01
Doctor Michael Aminoff,1333952,Education,American Board of Psychiatry and Neurology Inc (ABPN),261577,Certified,1982-01-01
Doctor Michael Aminoff,1333952,Education,American Board of Psychiatry and Neurology Inc (ABPN),261577,Certified,1992-01-01
Doctor Michael Aminoff,1333952,Professional Qualifications,American Board of Electrodiagnostic Medicine (ABEM),1512912,Certified,1977-01-01
Doctor Michael Aminoff,1333952,Professional Qualifications,American Board of Clinical Neurophysiology Inc (ABCN),1935338,Certified,1980-01-01
Doctor Michael Aminoff,1333952,Professional Qualifications,University College Hospital,1940673,Degree,1965-01-01
Doctor Roger Kurlan,1333953,Education,University of Rochester,62633,BA,1974-01-01
Doctor Roger Kurlan,1333953,Education,Washington University St Louis,82206,MD,1978-01-01
Doctor Roger Kurlan,1333953,Education,American Board of Psychiatry and Neurology Inc (ABPN),261577,Certified,
Doctor Roger Kurlan,1333953,Professional Qualifications,University of Rochester Medical Center,490528,Fellow,1984-01-01
Doctor Anthony Lang,1333954,Professional Qualifications,Royal Society of Chemistry (RSC) (UK),38209,Fellow,
Doctor Anthony Lang,1333954,Education,University of Toronto,62752,MD,
Doctor Anthony Lang,1333954,Professional Qualifications,American Academy of Nursing (AAN),118292,Fellow,
Doctor Anthony Lang,1333954,Education,American Board of Psychiatry and Neurology Inc (ABPN),261577,Certified,
Doctor Anthony Lang,1333954,Education,Royal College of Physicians and Surgeons (RCPS),423697,Fellow,
Doctor Anthony Lang,1333954,Professional Qualifications,Canadian Academy of Health Sciences (CAHS),1240893,Fellow,
Doctor A Stoessl,1333955,Education,University of British Columbia (UBC),62203,Postdoctoral Fellow,1986-01-01
Doctor A Stoessl,1333955,Education,University of Western Ontario,62795,MD,1979-01-01
Doctor A Stoessl,1333955,Education,University of Western Ontario,62795,Fellow,1984-01-01
Doctor A Stoessl,1333955,Professional Qualifications,Merck Sharp and Dohme (Europe) Inc,114167,Post Doctoral Fellowship,1988-01-01
M Albert,1334049,Education,Duke University,60547,BS,1977-01-01
M Albert,1334049,Education,University of Chicago Booth School of Business (University of Chicago Graduate School of Business prior to 2008),1342262,MBA,1979-01-01
Owen Martin,1334115,Education,Sauder School of Business University of British Columbia,592334,BCom,2007-01-01
Owen Martin,1334115,Professional Qualifications,CFA Institute (Association for Investment Management and Research prior to 2004),594747,Chartered Financial Analyst,2014-05-15
Robert Brown,1334137,Education,University of Texas at Austin,62742,BS,1996-01-01
Robert Brown,1334137,Education,Boston University School of Law,833517,Executive Program,2014-01-01
Robert Brown,1334137,Education,Colorado Technical University,82085,MBA,2010-01-01
Robert Brown,1334137,Education,Crockett High School,1982762,Graduated,1988-01-01
Ross Wainwright,1334185,Education,University of Western Ontario,62795,BA (Hons),1989-01-01
Tom Burbage,1334287,Education,University of California Los Angeles (UCLA),62218,MBA,1984-01-01
Tom Burbage,1334287,Education,University of West Florida,89911,MS,1971-01-01
Tom Burbage,1334287,Education,United States Naval Academy (USNA),377927,BS,1969-01-01
Tom Burbage,1334287,Education,US Navy Test Pilot School,627094,Completed,1975-01-01
