name,name_id,edu_type,university,university_id,qualification,award_date
Steve Bacica,622637,Education,St Joseph's University,64795,BS (summa Cum Laude),1993-01-01
Bill Poutsiaka,622638,Education,Muhlenberg College,102472,BA,
Bill Poutsiaka,622638,Education,Boston College,60193,MBA,1977-01-01
John Kersse,622639,Education,Longwood University,480101,BS,1987-01-01
John Kersse,622639,Education,University of Phoenix,94081,BS,
Kathy McHugh,622644,Professional Qualifications,National Association of Realtors (NAR),108037,Certified,2013-11-01
Kathy McHugh,622644,Education,Paul Merage School of Business University of California,1147467,MBA,1996-01-01
Kathy McHugh,622644,Education,State University of New York (SUNY),61939,BS,1980-01-01
Robert Blachly,622645,Education,University of Kansas,80243,BS,
Ken Barrett,622662,Education,University of Waterloo,62786,Bachelor's Degree,1990-01-01
Bob Britt,622663,Education,Eastern Illinois University,60563,BS,1977-01-01
Michael Dalton,622665,Professional Qualifications,National Council for Interior Design Qualification Inc,1072300,Certified,
Michael Dalton,622665,Education,University of Texas at Austin,62742,BSc,1992-01-01
Dave Hogin Jr,622668,Education,University of Arizona (UOA),62155,BS,1987-01-01
Robin Mehta,622669,Professional Qualifications,Canadian Institute of Chartered Accountants (CICA),56019,Chartered Accountant,
Robin Mehta,622669,Education,University of Toronto,62752,BCom,
Tom Healy,622671,Education,Johnson & Wales University,736343,BS,1988-01-01
Doctor Jeff Boschwitz,622678,Education,Cornell University,60457,BS,1988-01-01
Doctor Jeff Boschwitz,622678,Education,Cornell University,60457,PhD,1994-01-01
Doctor Jeff Boschwitz,622678,Education,Stanford University,61935,Postdoctoral Fellow,1995-01-01
Michael Eaves,622679,Education,University of California Davis,62216,BS,
John Nicolls,622680,Education,Cornell University,60457,Bachelor's Degree,
John Nicolls,622680,Education,Cornell University,60457,Masters Degree,
Jan Peterson,622681,Education,Colby College,60394,BA,1973-01-01
Cory Warning,622682,Education,Trinity College,103357,BA,
Professor Dermot Kelleher,622684,Education,Royal College of Physicians (RCP),36493,Fellow,2003-01-01
Professor Dermot Kelleher,622684,Professional Qualifications,American Gastroenterological Association,36655,Fellow,
Professor Dermot Kelleher,622684,Professional Qualifications,Academy of Medical Sciences (AMS),43072,Fellow,
Professor Dermot Kelleher,622684,Education,Trinity College University of Dublin,62090,Graduated (Hons),1978-01-01
Professor Dermot Kelleher,622684,Education,Trinity College University of Dublin,62090,MD,2004-01-01
Professor Dermot Kelleher,622684,Education,Royal College of Physicians of Ireland (RCPI),577968,Fellow,1991-01-01
Dave Yawman,622686,Education,University of Ntre Dame,62544,BA,1990-01-01
Dave Yawman,622686,Education,Rutgers School of LawNewark,1880288,JD (Hons),1995-01-01
Sherry Nolan-Schultz,622687,Education,University of Connecticut,62265,BS (Distinction),1989-01-01
Tom Burwell Jr,622688,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
Tony Watkins,622689,Education,University of Wisconsin-Madison,751347,BS,1988-01-01
Tony Watkins,622689,Education,University of Wisconsin-Madison,751347,Masters Degree,
Tony Watkins,622689,Education,University of Chicago Booth School of Business (University of Chicago Graduate School of Business prior to 2008),1342262,MBA,1999-01-01
Deborah Brunetti,622690,Education,George Mason University,78700,BS,1977-01-01
Deborah Brunetti,622690,Education,George Washington University School of Business and Public Management (SBPM),79050,MBA,1982-01-01
Tim Tewes,622691,Education,University of Nebraska-Lincoln,741543,BASc,1983-01-01
Tim Tewes,622691,Education,University of Nebraska-Lincoln,741543,MBA,1985-01-01
David Trescot,622692,Education,University of Florida,62323,BS,1986-01-01
David Trescot,622692,Education,University of Florida,62323,MEng,1989-01-01
Ron Gauvin,622693,Education,University of Southern Maine,130532,BS,1985-01-01
Ron Gauvin,622693,Education,Rutgers Graduate School of Business,733571,MBA,1991-01-01
Joe Freitas,622694,Education,Framingham State University (Framingham State College prior to 2010),583761,BS,
Doctor Hayes Whiteside,622695,Education,Louisiana State University (LSU),61181,Degree,1980-01-01
Doctor Hayes Whiteside,622695,Education,Louisiana State University Medical School,259431,MD,1984-01-01
John Carrington,622696,Education,University of Colorado,63056,BA,1988-01-01
Larry Polizzotto,622698,Education,Purdue University,61638,BS,
Larry Polizzotto,622698,Education,Indiana University Kelley School of Business,79674,MBA,
Rohit Kashyap,622699,Education,Case Western Reserve University (CWRU),60290,MS,1995-01-01
Rohit Kashyap,622699,Education,Case Western Reserve University (CWRU),60290,PhD,1998-01-01
Rohit Kashyap,622699,Education,Lalbhai Dalpatbhai College of Engineering (L.D),484233,BE,1991-01-01
Rohit Kashyap,622699,Education,Kellogg School of Management Northwestern University,77878,MBA,2005-01-01
Brenda Miyamoto,622701,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
Brenda Miyamoto,622701,Education,Loyola Marymount University (LMU),61187,BS,1995-01-01
Kathy Weiss,622702,Education,University of California Los Angeles (UCLA),62218,BA,
Kathy Weiss,622702,Education,George Washington University Graduate School of Political Management,1194384,MPS (Master of Professional Studies),
Teresa White,622706,Education,University of Texas at Arlington,62741,BBA,1988-01-01
Teresa White,622706,Professional Qualifications,Life Office Management Association (LOMA),81941,Fellow,
Teresa White,622706,Education,Troy University,813703,MSM (Master of Science in Management),1994-01-01
Ivan Chong,622707,Education,Massachusetts Institute of Technology (MIT),40436,BS,1989-06-01
Ivan Chong,622707,Education,Massachusetts Institute of Technology (MIT),40436,MS,1989-01-01
Audrey Tillman,622708,Education,University of North Carolina Chapel Hill,62533,BA,1986-01-01
Audrey Tillman,622708,Education,University of Georgia School of Law,81441,JD,1989-01-01
Doctor Moshe Blumenfeld,622712,Education,University of Toronto,62752,BASc,1967-01-01
Doctor Moshe Blumenfeld,622712,Education,University of Toronto,62752,PhD,1967-01-01
Doctor Moshe Blumenfeld,622712,Education,University of Toronto,62752,MA,
Gerry Brunk,622713,Education,University of Virginia,62777,BA,1990-01-01
Gerry Brunk,622713,Education,Stanford University Graduate School of Business,67360,MBA,1994-01-01
Marcelo Chao,622714,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
