name,name_id,edu_type,university,university_id,qualification,award_date
James Wang,732131,Education,Tsinghua University,62095,Masters Degree,1989-01-01
Pete Mateja,732132,Education,University of Windsor,62800,MBA,1979-01-01
Pete Mateja,732132,Education,Lancaster University,61127,BA,1973-01-01
Pete Mateja,732132,Education,University of Windsor,62800,BCom,1977-01-01
Sylvie Lemaire,732133,Education,cole Polytechnique de Montral,60600,Bachelor's Degree,
Sylvie Lemaire,732133,Education,Collge des administrateurs de socits,1263762,Completed,
Ed Braniff,732136,Education,State University of New Jersey Rutgers (Rutgers University),100431,MBA,1992-01-01
Ed Braniff,732136,Education,State University of New Jersey Rutgers (Rutgers University),100431,Bachelor's Degree,
Ed Braniff,732136,Education,Seton Hall University,61818,JD,1977-01-01
Arnie Staloff,732139,Education,University of Miami,62467,Bachelor's Degree,
Scott Bargfrede,732140,Education,University of Minnesota,62475,BA,1979-01-01
Scott Bargfrede,732140,Education,Graduate School of Banking University of Wisconsin-Madison,1336770,Graduated,1992-01-01
Dan Brune,732143,Education,Unknown Organisation,0,Licensed Realtor,1990-01-01
Dan Brune,732143,Education,University of Southern California (USC),62673,Graduated,1985-01-01
Dan Brune,732143,Education,Washburn University,62890,BBA,1974-01-01
Shane Campbell,732145,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,1984-06-01
Shane Campbell,732145,Education,California State University (CSU),60252,BS,1981-12-01
Aharon Levinas,732147,Education,Technion - Israel Institute of Technology (IIT),780210,Bachelor's Degree,
Aharon Levinas,732147,Education,Technion - Israel Institute of Technology (IIT),780210,MA,
Doctor Dennis Harrison,732149,Professional Qualifications,Seminary of St Pius X,1233802,BA,
Doctor Dennis Harrison,732149,Education,University of Maryland College Park,62449,PhD,
Doctor Dennis Harrison,732149,Education,Loyola College,836966,MA,
Ashley Smith,732151,Education,Bridgewater College,602269,BS,1985-01-01
Conrad Houser,732153,Education,Rice University,61692,MS,1968-07-01
Conrad Houser,732153,Education,Brigham Young University,60212,JD,1975-01-01
Conrad Houser,732153,Education,United States Air Force Academy (USAFA),62113,BA,1967-01-01
Wesley Taylor,732154,Education,Northwestern State University,822725,BA,
Yaki Enoch,732155,Education,Tel Aviv University,62031,BEc,
Yaki Enoch,732155,Education,Jerusalem University,745673,MBA,
Rene von Boeck,732156,Education,Colorado School of Mines (CSM),60430,BS,
Tamir Levinas,732158,Education,Interdisciplinary Center Herzliya,866056,BA,2004-01-01
Tamir Levinas,732158,Education,New Jersey Institute of Technology (NJIT),61413,Studied,
Guy Moshe,732161,Education,Technion - Israel Institute of Technology (IIT),780210,BSEE,
Greg Cowan,732163,Education,Richard Ivey School of Business University of Western Ontario (Ivey Business School),485046,Studied,2008-01-01
Jean-Luc Bellemare,732166,Professional Qualifications,Canadian Institute of Chartered Accountants (CICA),56019,CA,
Scott Vicari,732167,Education,Bergen Community College,603618,AS Degree (Associate of Science),1994-01-01
Tom Roberts,732168,Education,Ecole Suprieure de Commerce de Neuchtel,1214779,Attended,
