name,name_id,edu_type,university,university_id,qualification,award_date
Kevin Gordon,491744,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
Joe LeBlanc Jr,491745,Education,Information Systems Audit and Control Association Inc (ISACA),622969,CISA (Certified Information Security Auditor),
Joe LeBlanc Jr,491745,Education,Loyola University of Louisiana,835139,BS,1982-01-01
Joe LeBlanc Jr,491745,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
Joseph Pooler Jr,491746,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
Joseph Pooler Jr,491746,Education,Drexel University (Formerly known as Drexel Institute of Technology),60542,MBA,
Joseph Pooler Jr,491746,Education,Ursinus College,99032,BA,1988-01-01
Glenn Splieth,491747,Education,Montana State University,61319,MPA,1980-01-01
Glenn Splieth,491747,Education,Utah State University,80596,BS,1978-01-01
Tim Doman,491748,Education,Indiana University,60920,MBA,1992-01-01
Tim Doman,491748,Education,University of Wisconsin-Madison School of Business,487982,BBA,1987-01-01
Doctor Bernard Pruniaux,491749,Education,cole Suprieure d' Ingnieur en lectronique et lectrotechnique (ESIEE-Paris),60603,MS,
Doctor Bernard Pruniaux,491749,Education,Laboratoire d'Electronique de Technologie de l'Information (LETI),595943,PhD,
Dina Riviere,491750,Education,AB Freeman School of Business Tulane University,118747,BS,1991-01-01
Dina Riviere,491750,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
The Hon. Evan Bayh III,491751,Education,University of Virginia School of Law,77982,JD,1981-01-01
The Hon. Evan Bayh III,491751,Education,Indiana University Kelley School of Business,79674,BS (Hons),1978-01-01
Kristi Martin,491752,Education,California State University (CSU),60252,BS,1989-01-01
Jim Baehren,491753,Education,Ohio State University (OSU),61523,BS,1972-01-01
Jim Baehren,491753,Education,Ohio State University (OSU),61523,MBA,1974-01-01
Jim Baehren,491753,Education,University of Toledo College of Law (The),1350797,JD,1978-01-01
Brian Wood,491755,Education,Eastern Kentucky University,94647,BA,1983-01-01
Brian Wood,491755,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,CPA,
Cella Irvine,491757,Education,Harvard Business School,63013,MBA,
Cella Irvine,491757,Education,Cornell University,60457,BA,
TJ Gonen,491758,Professional Qualifications,Israeli Intelligence Corps,2591507,Graduated,
TJ Gonen,491758,Education,Tel Aviv University,62031,BS,1992-01-01
Rob Brehl,491759,Education,University of Louisville,62424,BS,1983-01-01
Rob Brehl,491759,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
